companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
802;KORA SAÚDE PARTICIPAÇÕES S.A;KRSA3;0,93;-3,39;0,71;2,75;0,15;11,23;20,42;11,73;-9,5;0,32;1,09;-0,21;0,47;-20,93;-4,46;6,67;2,19;8,49;0,21;0,77;1,92;-0,05;;412659,79;1,31;-0,27;719213702,31;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;;;02/20/24 12:07
219;LOJAS AMERICANAS S.A.;LAME3;6,6;21,15;1,91;11,03;0,28;16,86;32,9;4,35;2,27;0,48;1,2;-0,66;0,59;9,02;1,34;2,89;1,01;5,87;0,15;0,63;1,72;-46,97;3,5;;3,46;0,31;12391135396,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;18,61;02/20/24 12:07
219;LOJAS AMERICANAS S.A.;LAME4;6,57;21,06;1,9;10,98;0,28;16,86;32,9;4,35;2,27;0,48;1,19;-0,65;0,59;9,02;1,34;2,89;1,01;5,87;0,15;0,63;1,72;-46,75;3,5;;3,46;0,31;12391135396,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;18,61;02/20/24 12:07
797;Terra Santa Propriedades Agricolas S.A.;LAND3;15,47;10,58;2,1;25,29;1,61;27,0;94,35;60,72;145,06;15,35;-41,58;-1,64;0,1;19,83;15,22;-4,11;0,14;1,71;0,77;0,23;0,35;0,04;;1005945,56;7,37;1,46;1488631102,14;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;8,76;;02/20/24 12:07
626;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVV3;7,87;8,93;1,25;9,84;0,71;7,9;32,98;20,09;22,11;1,98;1,41;-2,51;0,36;13,94;8,0;8,71;-0,25;-1,94;0,57;0,39;3,44;0,14;122,69;4445512,68;6,32;0,88;1570335350,24;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;8,39;;02/20/24 12:07
245;CIA LOCAÇÃO DAS AMÉRICAS;LCAM3;24,15;21,94;1,6;5,67;0,61;9,97;35,54;29,19;7,55;1,66;-132,52;-0,72;0,37;7,29;2,77;10,13;1,21;4,29;0,38;0,62;0,97;-1,71;49,27;;15,11;1,1;12285815275,65;24;2,0;10,0;Diversos;Aluguel de carros;Consumo Cíclico;;56,01;02/20/24 12:07
213;MAHLE-METAL LEVE S.A.;LEVE3;34,88;6,59;3,01;5,68;1,5;5,66;28,88;18,76;16,16;1,07;4,87;-4,25;1,41;45,73;22,77;30,99;-0,01;-0,02;0,5;0,5;1,91;0,26;13,28;19878439,47;11,57;5,29;4727600320,0;19;2,0;7,0;Automóveis e Motocicletas;Automóveis e Motocicletas;Consumo Cíclico;28,81;24,76;02/20/24 12:07
312;LOJAS HERING S.A.;LHER3;0,0;0,0;0,0;0,0;0,0;-3,77;63,41;22,35;10,99;0,0;0,0;0,0;0,06;1,95;0,67;3,94;-0,15;-3,77;0,34;0,66;6,36;0,0;4,31;;141,54;2,76;0,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;-51,59;02/20/24 12:07
312;LOJAS HERING S.A.;LHER4;0,0;0,0;0,0;0,0;0,0;-3,77;63,41;22,35;10,99;0,0;0,0;0,0;0,06;1,95;0,67;3,94;-0,15;-3,77;0,34;0,66;6,36;0,0;4,31;;141,54;2,76;0,0;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;-51,59;02/20/24 12:07
475;LIGHT S.A.;LIGT3;5,52;-0,39;0,67;-1,05;0,09;-5,58;16,51;-14,67;-39,79;0,15;-0,19;-0,11;0,57;-173,47;-22,64;-19,48;2,89;-4,52;0,13;0,87;0,29;0,0;3,21;6138206,32;8,18;-14,2;2056505388,48;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
433;LINX S.A.;LINX3;37,4;-90,95;4,38;-164,48;2,74;-159,3;68,7;-4,79;-8,67;7,88;11,96;-4,82;0,35;-4,81;-3,02;-2,23;-0,14;5,18;0,63;0,37;2,14;0,13;14,3;;8,55;-0,41;7083895104,0;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
467;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;LIPR3;67,01;34,33;3,65;39,37;3,46;36,35;;;;;12,46;-5,04;0,0;10,64;10,09;8,99;-0,28;-3,03;0,95;0,05;9,02;-2,4;;8280,2;18,34;1,95;788365211,89;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;3,53;-10,15;02/20/24 12:07
621;LOJAS QUERO-QUERO S/A;LJQQ3;4,96;-25,17;1,84;14,21;0,3;13,95;34,11;2,77;-1,56;0,39;0,99;-0,91;0,77;-7,33;-1,21;5,03;-0,03;-0,26;0,17;0,83;1,86;0,02;18,92;14852071,76;2,69;-0,2;928959734,24;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;;02/20/24 12:07
486;LOG COMMERCIAL PROPERTIES;LOGG3;20,9;13,1;0,58;7,28;0,35;12,09;98,51;124,48;69,23;9,07;3,52;-0,42;0,04;4,42;2,68;5,19;0,38;4,81;0,61;0,39;2,52;-0,21;16,9;4918096,62;36,13;1,6;2135126318,6;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;34,23;02/20/24 12:07
208;LOG-IN LOGISTICA INTERMODAL S.A.;LOGN3;37,21;10,36;4,07;10,06;1,15;12,27;22,7;17,34;16,83;1,74;13,24;-1,62;0,66;39,27;11,07;10,64;0,9;2,22;0,28;0,72;1,42;0,06;18,84;1431299,94;9,14;3,59;3982588029,6;17;1,0;6,0;Transporte;Transporte Hidroviário;Bens Industriais;;;02/20/24 12:07
317;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;LPSB3;2,0;12,88;1,34;7,89;0,74;6,39;82,91;20,42;12,52;1,61;6,51;-1,0;0,46;10,44;5,78;11,9;-0,26;-1,5;0,55;0,46;1,82;0,16;11,92;226020,21;1,49;0,16;295109262,0;52;4,0;22,0;Exploração de Imóveis;Intermediação Imobiliária;Financeiro e Outros;1,03;;02/20/24 12:07
224;LOJAS RENNER S.A.;LREN3;14,73;15,24;1,45;15,46;0,71;14,25;60,17;6,85;6,95;1,06;2,96;-1,72;0,67;9,54;4,67;6,78;-0,11;-1,21;0,49;0,51;1,7;-0,63;12,26;225676876,56;10,14;0,97;14188333606,89;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;4,85;4,91;02/20/24 12:07
382;LITEL PARTICIPACOES S.A.;LTEL3B;86,61;18,95;5,56;19,21;5,51;19,2;;;;;-3972,77;-5,56;0,0;29,36;29,06;28,91;0,0;-0,01;0,99;0,01;0,87;-0,39;;;15,57;4,57;18664056853,83;67;5,0;32,0;Mineração;Minerais Metálicos;Materiais Básicos;1,08;-18,45;02/20/24 12:07
401;LUPATECH S.A.;LUPA3;1,91;2,19;0,49;-1,28;0,16;-3,63;22,62;-66,63;39,07;0,85;1,68;-0,23;0,18;22,52;7,2;-59,68;0,9;-2,35;0,32;0,68;1,43;-0,01;-0,35;779645,15;3,88;0,87;78385972,16;75;6,0;35,0;Petróleo. Gás e Biocombustíveis;Equipamentos e Serviços;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
209;TREVISA INVESTIMENTOS S.A.;LUXM3;0,0;0,0;0,0;0,0;0,0;7,27;31,63;17,73;11,58;0,0;0,0;0,0;0,82;13,1;9,54;12,09;-0,07;-0,33;0,73;0,27;1,0;0,0;6,11;;5,81;0,76;184196880,0;17;1,0;6,0;Transporte;Transporte Hidroviário;Bens Industriais;;32,41;02/20/24 12:07
209;TREVISA INVESTIMENTOS S.A.;LUXM4;15,89;20,88;2,74;13,64;1,99;7,27;31,63;17,73;11,58;2,42;4856,73;-2,31;0,82;13,1;9,54;12,09;-0,07;-0,33;0,73;0,27;1,0;0,23;6,11;10005,0;5,81;0,76;184196880,0;17;1,0;6,0;Transporte;Transporte Hidroviário;Bens Industriais;;32,41;02/20/24 12:07
791;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;LVTC3;3,91;-478,85;0,39;4,33;0,18;2,64;21,71;6,09;-0,06;0,26;0,65;-0,33;0,69;-0,08;-0,04;8,36;-0,15;-1,69;0,46;0,54;2,75;4,73;;107189,97;9,97;-0,01;252832576,33;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;0,35;;02/20/24 12:07
577;LOCAWEB SERVIÇOS DE INTERNET S.A.;LWSA3;5,54;-373,39;1,13;45,17;0,74;31,01;45,45;5,86;-0,71;2,65;5,63;-1,27;0,28;-0,3;-0,2;2,34;-0,35;-14,17;0,65;0,35;1,45;1,02;31,17;56973963,74;4,89;-0,01;3306751088,12;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;0,95;;02/20/24 12:07
379;MAGNESITA REFRATARIOS S.A.;MAGG3;59,4;-119,99;1,32;7,17;0,44;11,3;33,56;9,54;-0,57;0,68;9,32;-0,71;0,64;-1,1;-0,37;7,17;0,76;4,13;0,33;0,67;1,14;1,04;8,44;;44,89;-0,5;2972404571,4;66;;;;;;;;02/20/24 12:07
351;CEMEPE INVESTIMENTOS S.A.;MAPT3;12,0;-75,53;-1,77;-68,92;14,26;-58,09;;;;;-11026,74;-14,26;0,0;-2,35;-18,89;2,57;;0,0;-8,05;9,05;0,0;6,88;;12748,43;-6,77;-0,16;9294378,8;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
351;CEMEPE INVESTIMENTOS S.A.;MAPT4;8,27;-52,05;-1,22;-47,5;9,83;-58,09;;;;;-7599,26;-9,83;0,0;-2,35;-18,89;2,57;;0,0;-8,05;9,05;0,0;4,74;;23644,0;-6,77;-0,16;9294378,8;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
761;HOSPITAL MATER DEI SA;MATD3;6,49;23,38;1,49;5,79;0,48;7,94;33,42;19,87;4,92;1,15;3,02;-0,64;0,42;6,38;2,05;11,64;0,56;2,15;0,32;0,66;2,68;-2,22;;3318292,15;4,35;0,28;2481320538,29;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;0,99;;02/20/24 12:07
676;Mobly S.A.;MBLY3;2,27;-2,99;0,49;-2,94;0,31;-3,46;43,03;-14,31;-14,07;0,42;0,88;-0,69;0,74;-16,44;-10,36;-12,24;0,09;-0,52;0,63;0,37;2,76;0,3;;2175296,41;4,62;-0,76;241732082,08;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;;02/20/24 12:07
290;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;MDIA3;38,59;23,26;1,79;17,2;1,1;17,58;30,23;7,02;5,19;1,21;4,5;-1,99;0,91;7,71;4,72;7,51;0,04;0,42;0,61;0,39;2,19;-2,61;13,34;19954439,09;21,52;1,66;13058280000,0;44;3,0;17,0;Alimentos Processados;Alimentos Diversos;Consumo não Cíclico;1,63;-7,8;02/20/24 12:07
578;MOURA DUBEUX ENGENHARIA S/A;MDNE3;11,38;7,28;0,74;6,46;0,3;6,31;33,17;13,91;12,34;0,9;1,31;-0,47;0,33;10,15;4,08;7,55;-0,02;-0,14;0,4;0,6;2,69;0,35;5,57;6037990,03;15,39;1,56;965419593,75;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
257;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;MEAL3;1,85;4,53;0,48;1,71;0,19;2,74;32,17;13,76;5,2;0,24;-5,81;-0,23;0,82;10,51;4,24;17,01;0,29;1,02;0,4;0,6;0,84;-0,02;8,44;1819604,88;3,88;0,41;529783630,5;28;2,0;11,0;Hoteis e Restaurantes;Restaurante e Similares;Consumo Cíclico;;99,84;02/20/24 12:07
636;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;MELK3;4,48;12,77;0,79;24,82;0,38;20,4;17,78;3,68;7,16;0,91;0,69;-2,03;0,42;6,17;2,97;0,63;-0,14;-4,42;0,48;0,48;3,08;-0,37;17,62;619636,32;5,68;0,35;924086647,68;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;12,51;0,28;02/20/24 12:07
347;MERCANTIL BRASIL FINANC S.A. C.F.I.;MERC3;15,28;319,25;1,11;101,17;1,01;84,53;70,55;6,13;1,94;6,21;7,37;-1,17;0,16;0,35;0,32;;;;0,91;0,09;;-3,64;-29,95;;13,81;0,05;229932885,7;56;4,0;24,0;Intermediários Financeiros;Soc. Crédito e Financiamento;Financeiro e Outros;;-51,24;02/20/24 12:07
347;MERCANTIL BRASIL FINANC S.A. C.F.I.;MERC4;9,5;198,49;0,69;62,9;0,63;84,53;70,55;6,13;1,94;3,86;4,58;-0,73;0,16;0,35;0,32;;;;0,91;0,09;;-2,26;-29,95;16138,92;13,81;0,05;229932885,7;56;4,0;24,0;Intermediários Financeiros;Soc. Crédito e Financiamento;Financeiro e Outros;4,74;-51,24;02/20/24 12:07
393;MANGELS INDUSTRIAL S.A.;MGEL3;19,13;0,52;4,7;1,62;0,14;9,07;11,77;7,32;22,82;0,12;0,89;-0,27;1,14;903,95;26,13;-14,96;22,53;7,77;0,03;0,97;1,45;0,0;17,93;;4,07;36,83;89080225,36;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;;;02/20/24 12:07
393;MANGELS INDUSTRIAL S.A.;MGEL4;13,33;0,36;3,27;1,13;0,09;9,07;11,77;7,32;22,82;0,08;0,62;-0,19;1,14;903,95;26,13;-14,96;22,53;7,77;0,03;0,97;1,45;0,0;17,93;28934,83;4,07;36,83;89080225,36;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;;;02/20/24 12:07
215;MAGAZINE LUIZA S.A.;MGLU3;2,07;-35,13;1,47;15,03;0,38;19,46;28,51;2,49;-1,06;0,37;5,95;-0,8;1,01;-4,17;-1,08;1,31;0,43;4,43;0,26;0,74;1,14;-40,14;25,49;302393630,35;1,41;-0,06;13970278575,36;20;2,0;8,0;Comércio;Eletrodomésticos;Consumo Cíclico;;;02/20/24 12:07
174;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;MILS3;12,63;12,72;2,24;7,18;1,13;8,27;65,4;32,41;18,29;2,33;5,14;-1,79;0,49;17,59;8,88;16,23;0,34;1,1;0,5;0,49;2,49;0,84;30,26;11153859,03;5,65;0,99;3110880851,28;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;2,36;;02/20/24 12:07
789;MULTILASER INDUSTRIAL S.A.;MLAS3;2,01;-2,3;0,47;-2,81;0,28;-2,87;12,5;-15,59;-19,01;0,44;0,53;-1,17;0,65;-20,23;-12,31;-13,54;0,01;-0,07;0,61;0,39;3,45;0,01;;6353995,29;4,32;-0,87;1649283842,25;81;8,0;40,0;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;;;02/20/24 12:07
161;MINASMAQUINAS S.A.;MMAQ3;0,0;0,0;0,0;0,0;0,0;2,48;8,65;5,21;3,4;0,0;0,0;0,0;1,96;13,08;6,66;7,69;0,49;2,46;0,51;0,49;1,69;0,0;25,76;;5685,11;743,79;1115195,25;1;;;;;;;25,43;02/20/24 12:07
161;MINASMAQUINAS S.A.;MMAQ4;49,73;0,07;0,01;0,04;0,0;2,48;8,65;5,21;3,4;0,0;0,01;-0,02;1,96;13,08;6,66;7,69;0,49;2,46;0,51;0,49;1,69;0,0;25,76;;5685,11;743,79;1115195,25;1;;;;;;503,4;25,43;02/20/24 12:07
383;MMX MINERACAO E METALICOS S.A.;MMXM3;14,0;-2,17;-0,11;-181,31;0,71;-719,57;;;;;-0,1;-0,75;0,0;-4,97;-32,75;0,28;;-538,27;-6,58;7,6;0,01;0,03;-6,95;;-129,88;-6,46;90834562,0;67;5,0;32,0;Mineração;Minerais Metálicos;Materiais Básicos;;;02/20/24 12:07
259;MUNDIAL S.A. - PRODUTOS DE CONSUMO;MNDL3;40,8;0,11;0,65;1,13;0,08;5,44;37,25;10,99;111,55;0,12;-0,57;-0,12;0,62;583,75;68,71;-38,08;2,48;4,31;0,12;0,88;0,73;0,0;11,73;30026,0;62,85;366,89;101194608,0;31;2,0;13,0;Tecidos. Vestuário e Calçados;Acessórios;Consumo Cíclico;;;02/20/24 12:07
296;MINUPAR PARTICIPACOES S.A.;MNPR3;19,0;-33,45;-0,42;4,29;0,4;4,29;27,89;8,31;-1,06;0,36;-0,36;-0,96;1,14;-1,25;-1,21;-8,69;;0,0;-0,97;1,97;0,34;0,3;13,94;72709,63;-45,41;-0,57;134901900,0;45;3,0;17,0;Alimentos Processados;Carnes e Derivados;Consumo não Cíclico;;;02/20/24 12:07
322;MONTEIRO ARANHA S.A.;MOAR3;398,97;5,53;3,21;4,18;1,51;3,7;;;;;3,86;-3,24;0,0;58,02;27,33;35,93;-0,37;-0,48;0,47;0,53;3,76;0,01;;52898,33;124,41;72,18;4887869642,37;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;0,61;44,33;02/20/24 12:07
770;BANCO MODAL S.A;MODL11;8,46;-27,27;1,66;-29,26;0,27;-29,26;50,83;-5,11;-5,48;1,5;;-0,3;0,18;-6,1;-0,97;;;;0,16;0,84;;0,17;;;5,09;-0,31;1985844000,0;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;;02/20/24 12:07
770;BANCO MODAL S.A;MODL3;3,08;-29,78;1,82;-31,96;0,29;-29,26;50,83;-5,11;-5,48;1,63;;-0,32;0,18;-6,1;-0,97;;;;0,16;0,84;;0,19;;18194928,05;1,7;-0,1;1985844000,0;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;;02/20/24 12:07
770;BANCO MODAL S.A;MODL4;2,72;-26,3;1,6;-28,22;0,26;-29,26;50,83;-5,11;-5,48;1,44;;-0,29;0,18;-6,1;-0,97;;;;0,16;0,84;;0,17;;;1,7;-0,1;1985844000,0;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;;02/20/24 12:07
675;Mosaico Tecnologia ao Consumidor S.A.;MOSI3;8,24;32,29;1,56;76,45;1,46;36,94;89,47;6,23;14,75;4,76;1,91;-8,4;0,31;4,84;4,52;0,25;-0,81;-39,51;0,93;0,07;13,23;;;;5,27;0,26;1043149227,2;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
247;MOVIDA PARTICIPACOES SA;MOVI3;8,4;-68,07;1,01;1,59;0,14;7,67;32,22;18,17;-0,42;0,29;3,66;-0,18;0,49;-1,48;-0,21;11,0;3,85;6,08;0,14;0,86;1,21;0,65;31,22;37299984,41;8,36;-0,12;3043337522,4;24;2,0;10,0;Diversos;Aluguel de carros;Consumo Cíclico;1,44;;02/20/24 12:07
248;MULTIPLUS S.A.;MPLU3;26,8;12,2;17,37;10,37;2,68;7,73;95,29;66,35;56,37;6,88;50,65;-23,58;0,39;142,4;21,94;100,98;-4,42;-2,64;0,15;0,85;1,06;-0,39;-17,46;;1,54;2,2;4348208156,4;25;;;;;;;8,96;02/20/24 12:07
294;MARFRIG GLOBAL FOODS S.A.;MRFG3;8,68;-3,74;1,32;42,33;0,06;210,55;10,02;0,14;-1,59;0,06;0,84;-0,1;1,02;-35,29;-1,61;-0,53;5,25;168,23;0,05;0,8;1,22;0,03;66,77;51322857,44;6,58;-2,32;8089760000,0;45;3,0;17,0;Alimentos Processados;Carnes e Derivados;Consumo não Cíclico;;;02/20/24 12:07
206;MRS LOGISTICA S.A.;MRSA3B;23,15;6,81;1,23;3,34;0,51;4,57;45,73;38,24;18,76;1,28;-50,87;-0,62;0,4;18,03;7,49;15,98;0,46;1,24;0,42;0,58;0,95;0,1;9,87;8255,11;18,86;3,4;7810598976,23;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais;2,53;20,04;02/20/24 12:07
206;MRS LOGISTICA S.A.;MRSA5B;23,06;6,78;1,22;3,33;0,51;4,57;45,73;38,24;18,76;1,27;-50,67;-0,61;0,4;18,03;7,49;15,98;0,46;1,24;0,42;0,58;0,95;0,1;9,87;5380,67;18,86;3,4;7810598976,23;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais;2,79;20,04;02/20/24 12:07
206;MRS LOGISTICA S.A.;MRSA6B;23,07;6,78;1,22;3,33;0,51;4,57;45,73;38,24;18,76;1,27;-50,7;-0,62;0,4;18,03;7,49;15,98;0,46;1,24;0,42;0,58;0,95;0,1;9,87;3844,0;18,86;3,4;7810598976,23;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais;2,79;20,04;02/20/24 12:07
238;MRV ENGENHARIA E PARTICIPACOES S.A.;MRVE3;7,4;-16,12;0,61;50,18;0,17;134,01;21,73;1,16;-3,61;0,58;0,78;-0,31;0,3;-3,76;-1,07;0,34;1,01;83,82;0,28;0,68;1,99;0,1;6,86;202631764,24;12,19;-0,46;4164917365,4;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
258;CIA MELHORAMENTOS DE SAO PAULO;MSPA3;46,25;9,0;0,36;6,65;0,21;8,52;38,88;23,14;17,1;1,54;6,07;-0,23;0,13;3,94;2,3;4,1;0,11;1,98;0,58;0,42;1,56;-0,04;6,46;;130,22;5,14;291394491,25;29;2,0;12,0;Mídia;Jornais. Livros e Revistas;Consumo Cíclico;0,12;-2,91;02/20/24 12:07
258;CIA MELHORAMENTOS DE SAO PAULO;MSPA4;40,0;7,79;0,31;5,75;0,18;8,52;38,88;23,14;17,1;1,33;5,25;-0,2;0,13;3,94;2,3;4,1;0,11;1,98;0,58;0,42;1,56;-0,04;6,46;4000,0;130,22;5,14;291394491,25;29;2,0;12,0;Mídia;Jornais. Livros e Revistas;Consumo Cíclico;0,15;-2,91;02/20/24 12:07
565;MAESTRO LOCADORA DE VEICULOS S.A.;MSRO3;702,5;1828,65;249,03;427,07;67,48;430,25;39,77;27,14;6,34;115,93;-536,4;-86,38;0,58;13,62;3,69;15,5;1,85;3,18;0,27;0,73;0,63;114,31;8,72;;2,82;0,38;18271898550,0;24;2,0;10,0;Diversos;Aluguel de carros;Consumo Cíclico;;92,1;02/20/24 12:07
371;METALGRAFICA IGUACU S.A.;MTIG3;0,0;0,0;0,0;0,0;0,0;-1,28;-16,12;-64,07;-113,09;0,0;0,0;0,0;0,66;-725,28;-74,53;-104,33;;-1,17;-0,1;1,1;0,27;0,0;-17,44;;-0,06;-0,46;3700608,0;63;5,0;29,0;Embalagens;Embalagens;Materiais Básicos;;;02/20/24 12:07
371;METALGRAFICA IGUACU S.A.;MTIG4;23,0;-49,52;-359,15;-87,41;36,91;-1,28;-16,12;-64,07;-113,09;56,0;-50,93;-50,15;0,66;-725,28;-74,53;-104,33;;-1,17;-0,1;1,1;0,27;-0,09;-17,44;;-0,06;-0,46;3700608,0;63;5,0;29,0;Embalagens;Embalagens;Materiais Básicos;;;02/20/24 12:07
576;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;MTRE3;5,03;6,16;0,54;5,53;0,25;10,95;21,87;10,56;9,48;0,58;0,47;-1,44;0,42;8,85;3,98;4,62;0,53;5,43;0,45;0,53;2,65;0,04;69,15;10138309,62;9,24;0,82;532047344,6;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;15,09;;02/20/24 12:07
178;METISA METALURGICA TIMBOENSE S.A.;MTSA3;78,4;7,9;1,6;7,72;1,23;4,74;29,63;13,88;13,56;1,07;2,15;-5,55;1,15;20,2;15,55;15,32;-0,29;-1,4;0,77;0,23;3,77;1,32;27,16;7900,0;49,09;9,92;548640564,0;7;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;Bens Industriais;1,47;46,0;02/20/24 12:07
178;METISA METALURGICA TIMBOENSE S.A.;MTSA4;47,71;4,81;0,97;4,7;0,75;4,74;29,63;13,88;13,56;0,65;1,31;-3,38;1,15;20,2;15,55;15,32;-0,29;-1,4;0,77;0,23;3,77;0,81;27,16;128327,82;49,09;9,92;548640564,0;7;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;Bens Industriais;2,65;46,0;02/20/24 12:07
313;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;MULT3;26,06;16,36;2,27;10,65;1,45;11,95;92,65;74,87;48,73;7,97;98,1;-1,67;0,18;13,87;8,84;14,14;0,28;1,3;0,64;0,36;1,12;0,57;9,22;87442954,68;11,49;1,59;15655828402,5;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;3,82;20,97;02/20/24 12:07
197;WETZEL S.A.;MWET3;13,3;-5,72;-2,64;-2,83;0,1;-9,65;13,38;-3,47;-1,72;0,1;-1,13;-0,16;0,98;-46,11;-1,68;-52,31;;-7,92;-0,04;1,04;0,82;0,05;19,24;1993,0;-5,05;-2,33;16779584,46;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;;;02/20/24 12:07
197;WETZEL S.A.;MWET4;5,58;-2,4;-1,11;-1,19;0,04;-9,65;13,38;-3,47;-1,72;0,04;-0,47;-0,07;0,98;-46,11;-1,68;-52,31;;-7,92;-0,04;1,04;0,82;0,02;19,24;29214,29;-5,05;-2,33;16779584,46;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;;;02/20/24 12:07
212;IOCHPE MAXION S.A.;MYPK3;12,18;-18,19;0,49;2,41;0,12;7,33;9,29;4,96;-0,66;0,12;0,64;-0,27;1,04;-2,68;-0,68;5,55;0,99;4,92;0,25;0,72;1,58;0,15;17,75;11569121,09;24,94;-0,67;1872304740,18;19;2,0;7,0;Automóveis e Motocicletas;Automóveis e Motocicletas;Consumo Cíclico;2,47;;02/20/24 12:07
274;NADIR FIGUEIREDO IND E COM S.A.;NAFG3;64,37;11,8;2,76;6,68;1,15;5,06;41,15;16,49;9,34;1,1;3,2;-2,87;1,05;23,42;9,77;15,89;0,48;1,17;0,42;0,58;2,52;-1,14;7,87;;23,3;5,46;508315292,42;37;2,0;14,0;Utilidades Domésticas;Utensílios Domésticos;Consumo Cíclico;;35,19;02/20/24 12:07
274;NADIR FIGUEIREDO IND E COM S.A.;NAFG4;19,02;3,49;0,82;1,97;0,34;5,06;41,15;16,49;9,34;0,33;0,94;-0,85;1,05;23,42;9,77;15,89;0,48;1,17;0,42;0,58;2,52;-0,34;7,87;;23,3;5,46;508315292,42;37;2,0;14,0;Utilidades Domésticas;Utensílios Domésticos;Consumo Cíclico;;35,19;02/20/24 12:07
377;SUZANO HOLDING S.A.;NEMO3;0,0;0,0;0,0;0,0;0,0;3,55;42,65;37,37;10,96;0,0;0,0;0,0;0,31;40,03;3,38;9,57;4,84;3,55;0,08;0,7;2,82;0,0;36,49;;34,64;13,87;0,0;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;;52,36;02/20/24 12:07
